source,interaction,target,cor,cor_sign
T035792,---,T050892,0.73153377931855,+
T035792,---,T058857,-0.500042269161725,-
T036271,---,T079479,0.210175236777914,+
T036271,---,T084866,0.33260938210244,+
T036271,---,T099720,0.317391748249031,+
T036271,---,T101418,0.432741501391874,+
T036271,---,T141376,0.482098387585241,+
T036271,---,T167636,0.345349451764772,+
T036271,---,T189558,0.364485036237903,+
T036299,---,T046720,0.453400234608197,+
T036299,---,T096007,0.392183766144964,+
T036299,---,T142639,0.333054300513864,+
T036299,---,T192978,0.441969285213447,+
T037624,---,T041006,0.584362154263382,+
T037624,---,T059214,0.584694152466887,+
T037624,---,T091502,0.117072825814843,+
T037624,---,T105942,0.172342707860039,+
T037624,---,T116058,0.426333808737579,+
T037624,---,T116501,0.588763208077742,+
T037825,---,T037855,0.344670178900264,+
T037825,---,T099720,0.455038756971453,+
T037825,---,T118901,-0.339827859233185,-
T037825,---,T124123,0.446317616166427,+
T037825,---,T178093,0.389413835736627,+
T037825,---,T188679,0.441546294993705,+
T037855,---,T037872,0.324491693506018,+
T037855,---,T041396,0.346095677842201,+
T037855,---,T083742,0.319261048123565,+
T037855,---,T089039,-0.354054530847803,-
T037855,---,T095080,0.381119035402903,+
T037855,---,T168758,0.237804760948772,+
T037855,---,T189558,0.300238958667445,+
T037872,---,T061507,0.457141383949243,+
T037872,---,T082365,0.380726464596857,+
T037872,---,T105942,0.317898249593897,+
T037872,---,T108400,0.301342414755488,+
T037872,---,T162212,0.390879739127166,+
T037872,---,T178093,0.283497309122706,+
T037872,---,T180530,0.336408514475726,+
T038313,---,T061722,0.532191067669052,+
T038313,---,T085803,0.498271172738817,+
T038313,---,T117796,0.314831385440522,+
T038313,---,T138318,0.483249534006625,+
T038674,---,T038675,0.76644236935676,+
T038675,---,T051706,0.354219116374309,+
T038675,---,T118901,0.332068438725512,+
T038675,---,T133793,0.271384342775524,+
T038675,---,T145727,0.424483280722199,+
T038738,---,T061722,0.421852137520184,+
T038738,---,T065079,0.338590255019035,+
T038738,---,T140997,0.358453663840905,+
T038738,---,T190576,0.426310481468063,+
T038826,---,T090493,0.628451338330081,+
T038826,---,T095394,0.64992041743351,+
T039039,---,T039795,0.489211200827434,+
T039039,---,T079326,-0.503432866783363,-
T039039,---,T121956,0.521208644709259,+
T039039,---,T147244,0.407672883443329,+
T039039,---,T160526,0.452676313211813,+
T039452,---,T051706,0.310692882001355,+
T039452,---,T131788,0.413798890457465,+
T039452,---,T147580,0.316623694399512,+
T039452,---,T159182,-0.176184932732509,-
T039452,---,T196170,0.257910672418436,+
T039795,---,T052886,0.604343662208256,+
T039795,---,T083788,-0.420678675186526,-
T039795,---,T141376,-0.315515857114924,-
T039795,---,T176452,0.514083799547864,+
T040026,---,T041552,0.474833097553317,+
T040026,---,T049424,0.397387265995589,+
T040026,---,T061507,0.11012921622939,+
T040026,---,T063319,0.332557937389105,+
T040026,---,T093202,-0.314735618498554,-
T040026,---,T119423,0.342117402350598,+
T040026,---,T130775,0.3460049695867,+
T040026,---,T148897,0.41341891701079,+
T040026,---,T196170,0.276929438660972,+
T041333,---,T066008,0.483147346399891,+
T041333,---,T072585,0.494334527798508,+
T041333,---,T076279,0.414644033551013,+
T041333,---,T091502,0.462266935539073,+
T041333,---,T136648,0.50195591253239,+
T041333,---,T175584,0.590084400201091,+
T041333,---,T176450,0.604283389595146,+
T041552,---,T078346,-0.506327971019421,-
T041552,---,T116164,0.473788600681532,+
T041552,---,T120141,-0.406227197513401,-
T041552,---,T123523,0.580482800200464,+
T041552,---,T129382,0.38116537691311,+
T041552,---,T129708,0.437660515143226,+
T041552,---,T178112,0.377987917856046,+
T041552,---,T182667,0.418452605992689,+
T041966,---,T090381,0.452153263389034,+
T042184,---,T042185,0.3522272569508,+
T042184,---,T052942,-0.226679503600691,-
T042184,---,T061404,0.250486363337338,+
T042184,---,T064961,0.299102945107322,+
T042184,---,T189532,0.250257794659259,+
T042185,---,T093202,0.272165325547644,+
T042185,---,T094800,0.275042486850217,+
T042185,---,T105248,0.268166695050559,+
T042185,---,T163566,0.238709882574423,+
T042185,---,T178665,0.298030634679323,+
T042191,---,T047770,-0.426331228817621,-
T042191,---,T081886,0.584135824946838,+
T042191,---,T161291,0.424477977940195,+
T042191,---,T173908,0.397820811228859,+
T042191,---,T180216,0.622148461254022,+
T042268,---,T072585,0.216773497427996,+
T042268,---,T104616,-0.206830092051311,-
T042268,---,T150696,0.216918992299943,+
T042268,---,T182931,0.226710773760247,+
T043052,---,T043053,0.45641340768976,+
T043052,---,T089256,0.314103333903653,+
T043052,---,T125709,0.329299939493177,+
T043052,---,T145734,0.37502578157641,+
T043052,---,T148897,0.382783526028876,+
T043052,---,T162139,0.27672713734873,+
T043052,---,T169025,-0.316507631646504,-
T043053,---,T119423,0.397216529417553,+
T043053,---,T131788,0.567475839304483,+
T043053,---,T189435,0.541703493944056,+
T043456,---,T095309,0.840028446810251,+
T043456,---,T100871,0.787796147082953,+
T043456,---,T107438,0.604497777302621,+
T043456,---,T178924,0.796896207082394,+
T043527,---,T083186,0.734081941816403,+
T043527,---,T106669,0.695316918948332,+
T043528,---,T099539,0.797729297951397,+
T043528,---,T160859,0.699834121446441,+
T044139,---,T138318,0.658211828219156,+
T044139,---,T195839,0.417333530874792,+
T044884,---,T068321,0.368469718747931,+
T044884,---,T073892,-0.367235164293301,-
T044884,---,T121956,0.537437633932866,+
T045052,---,T151563,0.508449551129139,+
T045052,---,T184743,0.426628106523939,+
T045077,---,T129382,0.409969644770433,+
T045077,---,T148899,0.386210129768886,+
T045080,---,T047006,0.328485872278234,+
T045080,---,T064524,0.196299742984323,+
T045080,---,T095366,0.459290637149874,+
T045080,---,T127019,0.374295030583663,+
T045080,---,T133794,0.339274672515297,+
T045080,---,T134944,0.487900592993558,+
T045502,---,T051614,0.302735270564467,+
T045502,---,T073588,0.376277425832817,+
T046235,---,T079062,0.435024439359721,+
T046235,---,T090880,0.550514835217713,+
T046235,---,T146273,-0.375281059321109,-
T046235,---,T189434,0.415075614934294,+
T046289,---,T051703,0.570628627537171,+
T046289,---,T100204,0.475981420021488,+
T046289,---,T193801,0.443428943475499,+
T046289,---,T196708,-0.38674681299075,-
T046661,---,T079062,0.200335961998491,+
T046661,---,T140760,0.188777190960017,+
T046661,---,T141005,0.262510872667075,+
T046720,---,T056183,0.447581769719734,+
T046720,---,T193395,0.457160947272173,+
T046802,---,T126228,0.398341324544177,+
T046802,---,T141005,0.494342885706718,+
T046802,---,T160526,0.420693268689407,+
T046847,---,T073588,0.335158580838078,+
T046847,---,T095314,0.438600433749308,+
T046847,---,T117589,0.287517771301856,+
T046847,---,T144479,0.411207611434559,+
T046860,---,T047958,0.396976172401414,+
T046860,---,T082435,0.562210291402222,+
T046860,---,T083591,0.645989419934592,+
T046860,---,T087901,0.675928888762071,+
T046860,---,T112072,0.300390406711903,+
T046860,---,T152846,0.613874465292991,+
T047006,---,T064525,-0.269939362136216,-
T047006,---,T067439,0.314686250496524,+
T047006,---,T093757,0.336066142353077,+
T047006,---,T094518,0.42381676920126,+
T047006,---,T134869,0.436898504722458,+
T047006,---,T163566,-0.321803599815097,-
T047006,---,T168319,0.182184574306021,+
T047618,---,T061051,0.682983708362542,+
T047618,---,T133709,0.794688728808148,+
T047770,---,T063495,0.390503098995489,+
T047770,---,T069031,0.369897055054381,+
T047770,---,T071261,0.481133622475635,+
T047770,---,T093491,-0.369601695308552,-
T047770,---,T098701,0.408956148372701,+
T047770,---,T100204,0.464402412352754,+
T047770,---,T128683,0.462715534397021,+
T047770,---,T134737,0.409663738027679,+
T047770,---,T140760,0.334850665466374,+
T047958,---,T051182,0.356519076321689,+
T047958,---,T062124,0.395615815776297,+
T047958,---,T065079,0.31609977211367,+
T047958,---,T074539,0.39850247795473,+
T047958,---,T083587,0.392168016684188,+
T047958,---,T132570,0.285532883017792,+
T047958,---,T188679,0.247647242769717,+
T048516,---,T074197,0.533864320380175,+
T048516,---,T105600,0.777565875994206,+
T048516,---,T122634,0.533169436104167,+
T048932,---,T073892,0.524716043723198,+
T048932,---,T102535,0.535323071495445,+
T048932,---,T168717,0.45278504926532,+
T048948,---,T071261,0.573464463530875,+
T048948,---,T085268,0.654963070878056,+
T048948,---,T135555,0.574249444034948,+
T048948,---,T149496,0.540516553692653,+
T048948,---,T176452,0.546548895223652,+
T049346,---,T070178,0.60570278874638,+
T049346,---,T071787,0.47408175827291,+
T049346,---,T080376,0.411149474476103,+
T049346,---,T146272,0.464652584091616,+
T049346,---,T161514,0.371994921000869,+
T049357,---,T069374,0.360104890208088,+
T049357,---,T089398,0.35377881333446,+
T049357,---,T131788,0.578441244167149,+
T049357,---,T183226,0.338435400342325,+
T049357,---,T193444,0.260194287260953,+
T049362,---,T123719,0.495602640290237,+
T049362,---,T146272,0.596248239273902,+
T049424,---,T064525,-0.308828211326339,-
T049424,---,T122205,0.368283606304331,+
T049424,---,T136043,0.495820532869739,+
T049424,---,T136949,0.469811274479046,+
T049424,---,T145732,0.452389309282718,+
T049424,---,T175584,0.481942891346584,+
T049931,---,T073892,0.575084711988765,+
T050037,---,T074199,0.512499294636811,+
T050037,---,T095310,0.718526058564173,+
T050037,---,T105600,0.807005010757264,+
T050037,---,T105763,0.735407058047263,+
T050428,---,T054683,0.407773085283098,+
T050428,---,T081067,0.422795471351098,+
T050428,---,T107438,0.533788548848387,+
T050428,---,T157484,0.421458794147924,+
T050428,---,T165679,0.244070381970086,+
T050428,---,T200602,0.327651730965772,+
T050593,---,T076283,0.784067980752201,+
T050693,---,T059040,0.492743096687329,+
T050693,---,T089398,0.476497439867198,+
T050693,---,T090880,0.595348806641317,+
T050693,---,T094518,0.45522371107832,+
T050693,---,T134641,0.472385170670998,+
T050693,---,T174215,-0.391299651241385,-
T050892,---,T152840,0.700563168768672,+
T050892,---,T182256,0.739653352640873,+
T051165,---,T067440,-0.408088944382759,-
T051165,---,T079326,0.598229186203312,+
T051165,---,T105641,0.616959738205268,+
T051165,---,T184743,0.548908211228253,+
T051180,---,T124863,0.389091235791668,+
T051180,---,T184367,0.198182521440155,+
T051182,---,T074199,0.331821513026805,+
T051614,---,T061672,0.393824958565422,+
T051614,---,T072695,0.381589359026399,+
T051614,---,T105254,0.347501826791536,+
T051614,---,T121954,-0.25117782063935,-
T051623,---,T074200,0.561967605115989,+
T051623,---,T083186,0.733228585190511,+
T051623,---,T091044,0.672517029811353,+
T051623,---,T095439,0.688670373468198,+
T051623,---,T104569,0.735129489095556,+
T051623,---,T123326,0.712546945553312,+
T051623,---,T162757,0.782565341065399,+
T051703,---,T051706,0.424927908660878,+
T051703,---,T051739,0.537680822538759,+
T051703,---,T078346,-0.514261957151032,-
T051703,---,T088173,0.396891294326581,+
T051703,---,T147217,0.501311339814598,+
T051703,---,T148898,0.563929999112637,+
T051706,---,T069636,-0.337290711441816,-
T051706,---,T074910,0.374667824192546,+
T051706,---,T085268,0.433863141876429,+
T051706,---,T174478,0.349770779453168,+
T051706,---,T187589,0.296727050930361,+
T051739,---,T052310,0.47529657705025,+
T051739,---,T057940,0.357941496853167,+
T051739,---,T137081,0.382056031803248,+
T052310,---,T110247,0.429052008318508,+
T052310,---,T119025,0.374109313929943,+
T052332,---,T134710,0.262930989887463,+
T052341,---,T112148,0.211637051037172,+
T052341,---,T182931,0.233420684903961,+
T052341,---,T187589,0.184274259783896,+
T052363,---,T154656,0.0911512079732898,+
T052441,---,T111019,0.454281367359625,+
T052441,---,T121196,-0.398038156969771,-
T052441,---,T135555,0.379041263991226,+
T052441,---,T149496,0.487509426935333,+
T052441,---,T169025,-0.323643890810528,-
T052441,---,T196704,0.379410295866166,+
T052884,---,T121125,0.393331297205313,+
T052884,---,T134737,0.423227519506344,+
T052884,---,T189434,0.402100697898412,+
T052885,---,T052887,0.431162376308412,+
T052885,---,T091502,0.317999287651599,+
T052885,---,T096007,0.386977740313796,+
T052885,---,T160526,0.462072040520162,+
T052885,---,T174478,0.474207630871645,+
T052886,---,T052887,0.467106030909777,+
T052887,---,T052888,0.307577558864347,+
T052887,---,T134737,0.352574135464021,+
T052888,---,T078505,0.17507223282185,+
T052888,---,T082875,-0.274083470451088,-
T052888,---,T126517,0.190000210139068,+
T052942,---,T100204,0.371938568439895,+
T052942,---,T100486,0.29313728001186,+
T052942,---,T189434,0.333184405097672,+
T052942,---,T199863,0.187972405180715,+
T053330,---,T135660,0.479728014567156,+
T053330,---,T155923,0.376761389373838,+
T053330,---,T167636,-0.219258038902145,-
T053531,---,T178924,0.766905990035427,+
T053695,---,T054922,0.569800386396197,+
T053695,---,T104730,0.478074041609498,+
T053695,---,T109989,-0.354779626217025,-
T053695,---,T112626,0.488282675003417,+
T053695,---,T134737,-0.451412175743153,-
T053695,---,T178093,0.376798177012425,+
T053910,---,T074200,0.630527122500397,+
T053910,---,T169252,0.665214821106437,+
T053910,---,T190037,0.68421300914236,+
T054291,---,T059214,0.590305115343574,+
T054291,---,T077777,0.329417901342557,+
T054291,---,T110033,0.588943129927249,+
T054291,---,T162279,0.25406441620414,+
T054683,---,T099271,0.477929651688301,+
T054683,---,T124866,0.540745271107184,+
T054684,---,T055926,0.503586383231647,+
T054684,---,T070619,0.773123158227178,+
T054684,---,T076053,0.544290188997003,+
T054684,---,T076283,0.731633101423899,+
T054922,---,T064153,0.489719108284042,+
T054922,---,T094115,0.526612606389669,+
T054922,---,T129409,0.589666960450506,+
T054922,---,T159182,0.63700331073434,+
T054922,---,T160762,0.573185976955122,+
T054922,---,T168319,0.520472294526171,+
T054922,---,T188679,0.352209388998164,+
T054985,---,T121196,0.38391525751487,+
T054985,---,T132572,0.479028571473092,+
T054985,---,T190034,0.39480679541706,+
T054985,---,T199863,0.539327771778525,+
T055881,---,T112148,0.500551449834181,+
T055881,---,T148258,0.426694464126928,+
T055881,---,T148898,0.50002296910436,+
T055908,---,T074548,0.221607517081213,+
T055908,---,T083591,0.466987862113038,+
T055908,---,T142401,0.553102310015112,+
T055908,---,T160859,0.504367009469602,+
T055908,---,T173907,0.423948024078542,+
T055908,---,T196708,0.371023605629029,+
T055926,---,T148286,0.437448859607298,+
T055926,---,T190576,0.362776909073703,+
T056062,---,T083738,0.410407085732469,+
T056062,---,T095351,0.471164780496873,+
T056062,---,T128606,0.372588919050905,+
T056062,---,T199863,0.52938606568866,+
T056183,---,T077777,-0.238808537096081,-
T056183,---,T098701,0.392304338462765,+
T056183,---,T176452,0.47972404869715,+
T056212,---,T069374,0.40861910978598,+
T056212,---,T076279,0.386340773251647,+
T056212,---,T078452,0.359075429515274,+
T056212,---,T135660,0.441743193609365,+
T056212,---,T158729,0.420193994913351,+
T056638,---,T063461,0.475089974299612,+
T056638,---,T095351,0.492188137307505,+
T056638,---,T104950,0.572508319609943,+
T056638,---,T106575,0.477023495445942,+
T056638,---,T116890,0.596300346654833,+
T056950,---,T069157,-0.122566985872362,-
T056950,---,T086414,-0.417221509557448,-
T056950,---,T092842,-0.385066595931819,-
T056950,---,T094518,0.40754244695619,+
T056950,---,T098885,0.436851394953667,+
T056950,---,T128683,0.390399814415621,+
T056950,---,T190034,-0.315573612395608,-
T056950,---,T196704,0.416100069350764,+
T057516,---,T071261,0.555617825462888,+
T057516,---,T082365,-0.301468712200672,-
T057516,---,T088540,0.358813164314367,+
T057516,---,T125709,0.496323562156988,+
T057516,---,T169895,0.402613687613129,+
T057940,---,T062665,0.403794529291474,+
T057940,---,T192978,0.39243741743222,+
T058857,---,T118965,-0.405012584093122,-
T058857,---,T120141,-0.457764868402547,-
T058857,---,T169895,0.422224931847576,+
T058857,---,T183216,0.354528057375719,+
T058857,---,T187532,-0.426772980818568,-
T058857,---,T190740,-0.46874490509281,-
T058857,---,T198616,-0.289958793597517,-
T058951,---,T076279,0.302517834700673,+
T058951,---,T086033,-0.530607853127112,-
T058951,---,T121956,0.447250194332933,+
T058951,---,T140760,0.424601044573154,+
T058951,---,T145662,0.460893058686631,+
T058951,---,T170367,0.439660709505497,+
T058951,---,T184367,0.449675818909178,+
T058951,---,T194088,0.360548493333595,+
T059040,---,T082350,-0.370813908772793,-
T059040,---,T116267,0.465584597130207,+
T059040,---,T128683,0.384334574918843,+
T059040,---,T135324,-0.402680081118091,-
T059040,---,T175584,0.524896537770217,+
T059040,---,T192816,-0.113330254889979,-
T059179,---,T062713,0.430749917783825,+
T059179,---,T150696,0.480838811733164,+
T059179,---,T189435,0.592516283438492,+
T059180,---,T118901,0.467627687430008,+
T059180,---,T137111,0.524248738302516,+
T059393,---,T120384,0.79211659271991,+
T060493,---,T084866,-0.19561215789166,-
T060493,---,T087744,0.334725478062112,+
T060493,---,T172168,0.36566404453261,+
T061050,---,T081548,0.367270333217878,+
T061050,---,T116194,0.465788570858022,+
T061050,---,T118901,-0.385515182449516,-
T061050,---,T121196,0.386101622880672,+
T061050,---,T133078,-0.305304110587742,-
T061051,---,T062124,0.565880052211611,+
T061051,---,T080376,0.448163860552581,+
T061051,---,T110222,-0.494576106476741,-
T061051,---,T112077,0.551818847553502,+
T061051,---,T152846,0.577877635067868,+
T061051,---,T185072,0.671523822800212,+
T061051,---,T190459,0.595437995384474,+
T061257,---,T074548,0.199294248678667,+
T061257,---,T095515,0.297643576788196,+
T061257,---,T105264,0.383263413013777,+
T061257,---,T169252,0.39384113149628,+
T061260,---,T118965,0.48670255228902,+
T061260,---,T133710,0.437355663195359,+
T061404,---,T077777,0.497562486609719,+
T061404,---,T112626,0.620881824653351,+
T061404,---,T128606,0.641259157338408,+
T061404,---,T146358,0.518552341422321,+
T061404,---,T176601,0.562027971116727,+
T061404,---,T199607,0.489654425282925,+
T061507,---,T061722,0.758273489152088,+
T061507,---,T082031,0.723492359084963,+
T061507,---,T102535,0.611044999839569,+
T061507,---,T112626,0.461245873008462,+
T061672,---,T163648,0.47379935713694,+
T061721,---,T173907,0.586480595993448,+
T061722,---,T062124,0.68807458535149,+
T061722,---,T081811,0.624068636604377,+
T061722,---,T082365,0.552171480012611,+
T061722,---,T105942,0.421655293663684,+
T061722,---,T180530,0.458989612639431,+
T061928,---,T064961,0.580271857007483,+
T061928,---,T076052,0.584132905728314,+
T061928,---,T138318,0.617099565723159,+
T061928,---,T141786,0.736852038909756,+
T061928,---,T187532,0.528954380640286,+
T062124,---,T069031,-0.334841859824973,-
T062126,---,T165004,0.478065573033825,+
T062665,---,T069031,0.426875411469207,+
T062665,---,T072585,0.387945676710723,+
T062665,---,T090880,0.347322914441231,+
T062665,---,T169886,0.49412513223407,+
T062713,---,T090880,0.368235077916271,+
T062713,---,T104616,-0.348228554868563,-
T062713,---,T111019,0.359114519007698,+
T062713,---,T185247,0.295024387642611,+
T062713,---,T186316,0.387986000628509,+
T063079,---,T120141,0.458259686389248,+
T063079,---,T121697,0.605382642665606,+
T063087,---,T083419,0.629985467774465,+
T063087,---,T105600,0.814745214650559,+
T063087,---,T106575,0.630204462545488,+
T063087,---,T169251,0.724688957763446,+
T063087,---,T171342,0.744920088241802,+
T063087,---,T177132,0.685045503797621,+
T063207,---,T076906,0.414543328610139,+
T063207,---,T082350,0.43365513187157,+
T063207,---,T095314,0.454527339087735,+
T063207,---,T192978,-0.303607720347047,-
T063319,---,T064525,-0.284558297750382,-
T063319,---,T088177,0.350544744225561,+
T063319,---,T117796,-0.276162784391761,-
T063319,---,T123166,0.323778126706272,+
T063319,---,T132572,-0.353810049461585,-
T063319,---,T136043,0.382581893336888,+
T063461,---,T081886,0.451203980878426,+
T063461,---,T082404,0.453201572780151,+
T063461,---,T093202,0.422392023821913,+
T063461,---,T094518,-0.382472157757437,-
T063461,---,T095351,0.479938125816614,+
T063461,---,T180398,0.447898131768682,+
T063461,---,T184623,-0.394953596025385,-
T063491,---,T063495,0.245001558374892,+
T063491,---,T068971,0.249413659798441,+
T063495,---,T071261,0.469271294931738,+
T063495,---,T089341,0.35224725020994,+
T063495,---,T095366,0.430092826072458,+
T063495,---,T126229,0.399170961964646,+
T063495,---,T148176,0.347904805400497,+
T063495,---,T150963,0.445649654036152,+
T063495,---,T169895,0.399664393019103,+
T063495,---,T194088,0.263803801919646,+
T063933,---,T120383,0.564064270664632,+
T064153,---,T080376,0.360953215685576,+
T064153,---,T083742,0.391969956620651,+
T064153,---,T099720,0.349109951130937,+
T064153,---,T133490,0.373597219324262,+
T064153,---,T134869,-0.284898798620675,-
T064153,---,T141376,0.52111307726706,+
T064153,---,T160761,0.41533566703339,+
T064153,---,T163537,0.397538781014267,+
T064153,---,T189558,0.365835806447073,+
T064217,---,T142639,0.353648508309752,+
T064217,---,T172168,0.402429092992729,+
T064218,---,T161513,-0.227831193105638,-
T064218,---,T164754,0.319697235736219,+
T064524,---,T105254,0.255906631923119,+
T064524,---,T168319,0.39573978555564,+
T064524,---,T178599,0.389845694244756,+
T064524,---,T188679,0.415754546054087,+
T064524,---,T199607,0.355081660238989,+
T064525,---,T074201,0.421604653815336,+
T064525,---,T091044,0.405253794494574,+
T064525,---,T093327,0.429282077201329,+
T064525,---,T104569,0.445472113237974,+
T064525,---,T150696,-0.259405245199814,-
T064525,---,T184367,-0.254495996873356,-
T064958,---,T065079,0.499485942949863,+
T064961,---,T164947,0.574714972731261,+
T064964,---,T065079,0.438680707294924,+
T064964,---,T105264,0.501513975956697,+
T064964,---,T180398,0.499631504837624,+
T065079,---,T095310,0.491974746815564,+
T065079,---,T105942,0.323010343884175,+
T065079,---,T198487,0.446083758648237,+
T065079,---,T200455,0.446589243325582,+
T066008,---,T069374,0.358218225074574,+
T066008,---,T084439,0.444645919928518,+
T066008,---,T086066,0.396373755371872,+
T066008,---,T137896,0.419078143561656,+
T066008,---,T145731,0.531355477761108,+
T066047,---,T128720,0.681462981338148,+
T066047,---,T138881,0.678295544364838,+
T066846,---,T081548,0.27809347954395,+
T066846,---,T117796,0.248754267518664,+
T066846,---,T167636,0.252141546293553,+
T066846,---,T195839,0.269746499561347,+
T066846,---,T196192,-0.293322002732411,-
T067439,---,T068317,0.238528359916065,+
T067439,---,T078505,0.267484201301551,+
T067439,---,T126517,0.243267376945252,+
T067439,---,T134106,0.349541459656307,+
T067439,---,T137081,0.338380368526364,+
T067439,---,T186313,0.231091654888928,+
T067439,---,T187532,-0.330109851306614,-
T067439,---,T194088,0.415258406336269,+
T067440,---,T121956,0.493274325746869,+
T067440,---,T123698,0.421071769632254,+
T067440,---,T144463,0.408746288209042,+
T067440,---,T148176,0.424254677068101,+
T067440,---,T175029,0.342855422487779,+
T068317,---,T088540,0.267746727362152,+
T068317,---,T184367,0.239851957360539,+
T068321,---,T074911,0.37035904614215,+
T068321,---,T101302,0.321795874506323,+
T068321,---,T105642,0.110689003851419,+
T068321,---,T137892,0.35922589907112,+
T068321,---,T144463,0.374550239938903,+
T068971,---,T072587,0.308059485161658,+
T068971,---,T095366,0.405423640592282,+
T068971,---,T121958,0.369470851027403,+
T068971,---,T126228,0.386642340919613,+
T069031,---,T069033,0.683600655281362,+
T069031,---,T069034,0.68754831682211,+
T069031,---,T137892,0.498453301056385,+
T069031,---,T148899,0.356430558882928,+
T069033,---,T069034,0.529748266779078,+
T069033,---,T149808,0.219430358259819,+
T069034,---,T088174,0.366259610767773,+
T069034,---,T141006,0.323809979216914,+
T069034,---,T196192,0.334965470432454,+
T069034,---,T198930,0.348532971911588,+
T069157,---,T117729,0.365943106136882,+
T069157,---,T121137,0.396182690507373,+
T069157,---,T136043,0.365832196557309,+
T069157,---,T160102,0.431965949359874,+
T069374,---,T078452,0.364838323140564,+
T069423,---,T076283,0.60876072565289,+
T069423,---,T090493,0.601993984781344,+
T069636,---,T146273,0.510305406250543,+
T069636,---,T184922,-0.293637900633811,-
T069756,---,T070685,0.80975206190311,+
T069756,---,T076811,0.68057168223963,+
T069756,---,T198158,0.798216744340071,+
T070178,---,T128627,0.828902985557064,+
T070178,---,T178924,0.82897347835773,+
T070619,---,T076283,0.770403153443244,+
T070619,---,T121192,0.576435113683997,+
T070684,---,T094869,0.532346414384249,+
T070684,---,T095069,0.354738383329074,+
T070684,---,T095309,0.723518983062086,+
T070684,---,T106575,0.579341278997884,+
T070684,---,T132572,0.571368225215569,+
T070685,---,T079326,0.731094052687964,+
T070685,---,T105797,0.755642216654218,+
T071145,---,T076283,0.630198238808539,+
T071145,---,T094972,0.527111930512308,+
T071145,---,T177132,0.616726600681962,+
T071261,---,T119025,0.434595690565325,+
T071261,---,T178961,0.335476546357279,+
T071787,---,T077861,0.263367249803844,+
T071787,---,T085528,0.304820835526666,+
T071787,---,T094869,0.428884331264756,+
T071787,---,T108400,0.427565371477636,+
T071787,---,T117589,0.295005019459114,+
T071787,---,T158742,0.360501084519242,+
T071787,---,T165791,0.536744542163138,+
T072526,---,T129708,0.236764395740178,+
T072526,---,T136648,0.219444108932609,+
T072526,---,T178961,0.222164036586615,+
T072526,---,T192816,0.165597528329234,+
T072526,---,T193795,0.202582065515692,+
T072540,---,T072583,0.367862598221699,+
T072540,---,T128683,0.320648630273594,+
T072540,---,T200455,-0.352338007564402,-
T072583,---,T072585,0.349613053991898,+
T072583,---,T178961,0.419226884608616,+
T072583,---,T180530,-0.367426597894574,-
T072587,---,T076279,0.331475095820007,+
T072587,---,T147114,0.300804089384549,+
T072587,---,T175584,0.433885674372672,+
T072587,---,T176451,0.23077907603019,+
T072695,---,T073588,0.344876459843223,+
T072695,---,T086033,0.43438922980332,+
T072695,---,T133319,0.338274701773592,+
T072695,---,T188694,0.388959140476913,+
T072874,---,T074382,0.551491887186359,+
T072874,---,T093134,0.682074834549397,+
T072874,---,T093328,0.609932522194676,+
T072874,---,T104616,0.466952042049608,+
T072874,---,T104723,0.704518305652226,+
T072874,---,T116194,0.618523686369564,+
T072874,---,T165791,0.717324657785372,+
T073588,---,T092203,0.544283574396178,+
T073588,---,T160760,0.33113979930446,+
T073588,---,T165004,0.449112761239111,+
T073892,---,T074197,0.392190804475118,+
T073892,---,T101418,0.393577965980287,+
T073892,---,T152846,0.527948537922722,+
T074126,---,T189532,0.515019497564631,+
T074197,---,T074199,0.482654619068466,+
T074197,---,T074201,0.538910633431282,+
T074197,---,T083761,0.323797546022957,+
T074197,---,T094869,0.387459349324381,+
T074199,---,T164947,0.464721884743949,+
T074200,---,T074201,0.566013158882831,+
T074200,---,T074413,0.583570361828021,+
T074200,---,T074414,0.480614033736465,+
T074200,---,T094869,0.471045782380436,+
T074200,---,T106575,0.522647416420061,+
T074200,---,T164947,0.56561572490341,+
T074200,---,T187243,-0.292103745170461,-
T074201,---,T105234,0.428900438682941,+
T074201,---,T127019,-0.379716117208857,-
T074382,---,T076906,0.436994052687924,+
T074382,---,T083419,0.485790274247729,+
T074382,---,T094973,0.623644153561098,+
T074382,---,T105942,0.319708461428625,+
T074382,---,T121619,0.54506232575257,+
T074382,---,T163648,0.485650891386106,+
T074382,---,T200603,0.390627089264346,+
T074413,---,T074414,0.594864587157302,+
T074413,---,T074415,0.633317973072464,+
T074413,---,T105600,0.674993143306137,+
T074413,---,T121697,0.615238732111733,+
T074414,---,T074415,0.632534252392879,+
T074414,---,T086039,0.428126004897596,+
T074414,---,T106669,0.556513988986145,+
T074414,---,T112077,0.500540087519911,+
T074414,---,T121691,0.402452670427674,+
T074415,---,T148286,0.711620220392088,+
T074415,---,T194694,0.688096824359658,+
T074510,---,T074548,0.243801672795895,+
T074510,---,T083778,0.356577942524865,+
T074510,---,T086039,0.383982487254764,+
T074510,---,T120141,0.465738815431886,+
T074528,---,T074548,0.177838202029388,+
T074528,---,T148897,0.149545406689052,+
T074528,---,T175734,0.217603136330929,+
T074528,---,T190576,0.277549173897175,+
T074539,---,T083587,0.424381464894026,+
T074539,---,T168758,0.310038252533992,+
T074548,---,T082365,0.283945743441862,+
T074548,---,T093772,0.318190899485469,+
