source,interaction,target,cor,cor_sign
T009570,---,T136949,0.425787633144267,+
T010532,---,T054684,0.647456525526348,+
T010532,---,T085528,0.375611425544444,+
T010532,---,T093491,0.386760089946342,+
T010532,---,T152567,0.544590985179081,+
T010793,---,T010794,0.530255195056687,+
T010793,---,T051703,0.425018119493921,+
T010793,---,T110247,0.344933902615336,+
T010793,---,T150961,0.276079442287813,+
T010794,---,T101708,0.390957036705711,+
T010794,---,T119423,0.374887712355999,+
T010794,---,T147580,0.451459191142627,+
T010794,---,T184118,0.560955279831533,+
T011202,---,T028981,0.409199710231736,+
T011202,---,T074914,0.343159531220705,+
T011202,---,T162139,0.364276964915124,+
T011202,---,T170367,0.411459003099269,+
T011202,---,T182931,0.218907161106996,+
T011202,---,T198930,0.392020955111763,+
T011263,---,T061672,-0.23956384955986,-
T011263,---,T069157,0.263385368390324,+
T011263,---,T074910,0.242781308253692,+
T011263,---,T078505,0.144633109905687,+
T011263,---,T091834,-0.213093285063,-
T011263,---,T134710,0.217209217346912,+
T011410,---,T056950,0.314392004249639,+
T011410,---,T063495,0.339282686178578,+
T011410,---,T112072,-0.189078521314392,-
T011410,---,T117796,0.12276013521321,+
T011410,---,T136648,0.268947791869849,+
T011410,---,T174478,0.348112923002824,+
T011410,---,T187243,0.238944173864228,+
T011787,---,T035792,-0.489083571487004,-
T011787,---,T051739,0.493349901816965,+
T011787,---,T074911,0.454317861446281,+
T011787,---,T083761,-0.32407437382932,-
T011787,---,T110222,0.422070551990734,+
T011787,---,T141006,0.388689246094856,+
T012515,---,T046661,0.176495795741706,+
T012515,---,T047006,0.332226634734237,+
T012515,---,T053695,0.149736820498909,+
T012515,---,T068321,0.35275856520863,+
T012515,---,T089341,0.406813258567872,+
T012515,---,T089398,0.324903210058771,+
T012515,---,T104616,-0.285956731290622,-
T012515,---,T121957,0.391405171678223,+
T012515,---,T130775,0.295109582187636,+
T012515,---,T138182,0.279084019036775,+
T012515,---,T145725,0.395283674617819,+
T012515,---,T185247,0.255771011399809,+
T012561,---,T021272,0.366178269937011,+
T012561,---,T024242,0.338627298639474,+
T012561,---,T028181,0.283060179304836,+
T012561,---,T030278,0.357866043461371,+
T012561,---,T069374,0.294147061408744,+
T012561,---,T091502,0.297382393166313,+
T012561,---,T098885,0.379971660504786,+
T012561,---,T150961,0.419122612002341,+
T012561,---,T183226,0.253158456009598,+
T013131,---,T079479,0.114716775129825,+
T013131,---,T134944,0.369042578966637,+
T013131,---,T147244,0.324390913207795,+
T013616,---,T013618,0.400343700347313,+
T013616,---,T028181,0.37740478506526,+
T013616,---,T110247,0.28015886552545,+
T013616,---,T134737,0.382924511347222,+
T013616,---,T149496,0.361832406965184,+
T013618,---,T013678,0.311501167372429,+
T013618,---,T045080,0.376621434955281,+
T013618,---,T068321,0.312081485912894,+
T013618,---,T119425,0.300443024570701,+
T013618,---,T129382,0.346780216123405,+
T013618,---,T131789,0.325124132178874,+
T013618,---,T142639,0.308163187915692,+
T013618,---,T148259,0.41760543684688,+
T013618,---,T183216,0.29323314485837,+
T013678,---,T052441,0.312884468542949,+
T013678,---,T133319,-0.269594044136092,-
T013678,---,T145727,0.284800917884045,+
T013678,---,T189487,0.0905349605076773,+
T014852,---,T110222,0.426581234322342,+
T014852,---,T180398,-0.329307900858633,-
T014853,---,T135555,0.423150573331881,+
T015622,---,T054985,0.534785701382143,+
T015622,---,T076126,0.465657393720042,+
T015622,---,T083738,0.411145987572094,+
T015622,---,T083742,0.416602590838761,+
T015622,---,T101418,0.446644145948842,+
T015622,---,T128173,-0.358734408596991,-
T015622,---,T141376,0.425625492401487,+
T015622,---,T162212,-0.180502849031787,-
T015622,---,T198309,0.507045841293373,+
T015688,---,T016692,0.812934012127516,+
T015688,---,T087901,0.795612571981227,+
T015688,---,T138318,0.638552870186988,+
T015688,---,T185072,0.827159313355255,+
T015936,---,T041552,-0.46273848018876,-
T015936,---,T083778,0.418739652722575,+
T015936,---,T093491,0.393045171883693,+
T015936,---,T095069,0.266990617389073,+
T015936,---,T121697,0.547979076931774,+
T015936,---,T122205,-0.365004926538572,-
T015936,---,T160526,-0.44105922263157,-
T015936,---,T182256,0.522415468269306,+
T016323,---,T019717,-0.335541093158468,-
T016323,---,T074510,0.394633394298429,+
T016324,---,T122326,0.374199343526184,+
T016324,---,T162279,0.311948163555951,+
T016361,---,T071261,0.554534773466402,+
T016361,---,T125709,0.45940313816581,+
T016361,---,T126228,0.589617562355106,+
T016361,---,T169025,-0.310434395282146,-
T016575,---,T022264,0.399581510857949,+
T016575,---,T047958,0.348541722616553,+
T016575,---,T074197,0.413087776935776,+
T016575,---,T135186,0.217537999123361,+
T016692,---,T016750,0.807728317796979,+
T016692,---,T018082,0.78308673677148,+
T016692,---,T092609,0.760979502120889,+
T016692,---,T112077,0.691306285376434,+
T016692,---,T185072,0.827085760116526,+
T016722,---,T021676,0.413290136200311,+
T016722,---,T046289,0.441926130064961,+
T016722,---,T052887,0.376670447337924,+
T016722,---,T095314,-0.363065537363088,-
T016722,---,T119025,0.308116929640787,+
T016722,---,T133796,0.413464442477146,+
T016750,---,T026456,0.766939055384964,+
T016750,---,T070619,0.777697553881004,+
T016750,---,T087901,0.719444690873872,+
T016750,---,T190459,0.64709772007485,+
T017161,---,T116164,-0.39361230305296,-
T017161,---,T145734,-0.346251107275829,-
T017335,---,T021272,0.455668040518771,+
T017335,---,T089341,0.404449982860256,+
T017335,---,T116267,0.641724481678035,+
T017360,---,T054985,0.601175504059452,+
T017360,---,T056062,0.583015547972808,+
T017360,---,T066846,0.390286318574834,+
T017360,---,T076126,0.560987854155679,+
T017375,---,T022264,0.535601836329445,+
T017375,---,T102535,0.46369824054486,+
T017375,---,T106303,0.435289305298955,+
T017375,---,T189558,0.297031638195365,+
T018082,---,T021831,0.754973139018687,+
T018082,---,T059393,0.782485009679844,+
T018082,---,T094789,0.816079911973404,+
T018170,---,T022264,-0.368707284266564,-
T018170,---,T027301,0.340198733085838,+
T018170,---,T041333,0.381683290949741,+
T018170,---,T063319,0.314265219707455,+
T018170,---,T079062,0.31952315685706,+
T018170,---,T117796,-0.285264297755084,-
T018170,---,T118901,0.395237713312361,+
T018170,---,T137892,0.382014633903602,+
T018170,---,T142639,0.456889573237146,+
T018170,---,T173650,0.291636006342778,+
T018170,---,T183226,0.288135864795661,+
T018491,---,T022375,0.522037118949838,+
T018656,---,T087744,0.293674459768061,+
T018656,---,T111886,0.260231755445523,+
T018656,---,T118901,0.242190038138805,+
T018656,---,T133078,0.24895759082241,+
T018656,---,T187589,0.160675045357523,+
T018656,---,T194088,-0.12078536102722,-
T018656,---,T196704,0.296632333054728,+
T019298,---,T019300,0.55091216162493,+
T019298,---,T164754,0.293693873457463,+
T019300,---,T049357,0.398960790104685,+
T019300,---,T056212,0.410567065921174,+
T019300,---,T110247,0.313309732167923,+
T019300,---,T126229,0.376343352921649,+
T019300,---,T147114,0.411938909192682,+
T019300,---,T193801,0.365340758557297,+
T019402,---,T144463,0.459661671265229,+
T019402,---,T184367,0.298450506142601,+
T019402,---,T196708,-0.325995883350753,-
T019444,---,T043053,0.54959259824348,+
T019444,---,T067440,0.483877945921699,+
T019444,---,T089342,0.506841288362478,+
T019444,---,T091044,-0.482728406016967,-
T019444,---,T112077,-0.483179991310472,-
T019717,---,T019724,0.41446489480848,+
T019717,---,T059676,0.263160420619264,+
T019717,---,T184118,0.460728322871812,+
T019724,---,T055881,0.445168758601123,+
T019724,---,T069157,0.450544918273065,+
T019724,---,T184118,0.559780970158601,+
T020133,---,T020697,0.44815138268085,+
T020133,---,T023101,-0.427119271903304,-
T020133,---,T067439,0.383466844298612,+
T020133,---,T112088,-0.359396888936178,-
T020133,---,T147580,0.426175516783558,+
T020133,---,T162139,0.398271702428281,+
T020133,---,T163611,-0.320841980049013,-
T020133,---,T178599,-0.317974131412271,-
T020133,---,T194088,0.398091068486329,+
T020139,---,T020140,0.693038169618544,+
T020139,---,T031931,0.762441104888563,+
T020140,---,T051182,0.315229428050989,+
T020140,---,T149240,0.457491557975799,+
T020140,---,T158742,0.520815838797859,+
T020570,---,T023533,0.477297315297024,+
T020570,---,T178599,-0.350609505247711,-
T020697,---,T022816,0.566237407548714,+
T020697,---,T032231,0.498114284387736,+
T020697,---,T041333,0.551466359458534,+
T020697,---,T108400,-0.394704113969576,-
T020697,---,T147244,0.399451721542967,+
T020697,---,T160526,0.455543469761455,+
T020788,---,T116194,0.705383569126372,+
T020789,---,T071787,0.544474538313789,+
T020789,---,T080376,0.521763902871599,+
T020789,---,T093134,0.658450278343042,+
T020789,---,T124123,0.668423737174032,+
T021001,---,T066846,-0.314126874660249,-
T021001,---,T110246,0.429188430200584,+
T021001,---,T121125,0.524423372484635,+
T021001,---,T144463,0.607105441010385,+
T021001,---,T147217,0.658833188725308,+
T021272,---,T045080,0.414981120111424,+
T021272,---,T048948,0.501653052060031,+
T021272,---,T071261,0.479710468826523,+
T021272,---,T098701,0.346125824884889,+
T021272,---,T111983,-0.238473484224711,-
T021272,---,T121957,0.398589401737944,+
T021272,---,T189434,0.406876120152782,+
T021287,---,T043053,0.571476641488479,+
T021287,---,T071261,0.565299389966973,+
T021287,---,T145731,0.607219530658186,+
T021676,---,T039039,0.492571970851206,+
T021676,---,T072540,0.393476112834153,+
T021676,---,T072583,0.427975242771412,+
T021676,---,T100486,0.395977729282406,+
T021676,---,T123698,0.502704788573683,+
T021676,---,T134737,0.47332419896393,+
T021676,---,T187243,0.352066816812496,+
T021830,---,T065079,0.400797008712776,+
T021830,---,T076906,0.44524140796203,+
T021830,---,T085802,0.53962675929575,+
T021831,---,T027141,0.740286416719213,+
T021831,---,T133710,0.436625091916312,+
T021831,---,T142169,0.523922594734678,+
T021831,---,T177132,0.66068871724772,+
T022264,---,T027208,-0.0960720095500337,-
T022264,---,T063207,0.372996710013127,+
T022264,---,T104730,0.378231262638164,+
T022264,---,T109221,0.487994680717016,+
T022264,---,T126786,0.440518920966615,+
T022264,---,T128683,-0.356307340574883,-
T022264,---,T134660,-0.134231144345675,-
T022264,---,T162212,0.484764407612649,+
T022375,---,T045502,0.490107648993743,+
T022375,---,T060493,0.114047201802376,+
T022375,---,T064961,0.330335880541078,+
T022631,---,T064524,-0.25137902365982,-
T022631,---,T066008,0.372998191904386,+
T022631,---,T125709,0.361659596164374,+
T022631,---,T135660,0.466048696838739,+
T022631,---,T140760,0.439123794263897,+
T022631,---,T178821,-0.254461369660511,-
T022816,---,T024387,0.29529265833778,+
T022816,---,T047006,0.394716778079156,+
T022816,---,T063491,0.310965259793117,+
T022816,---,T101708,0.401026395250506,+
T022816,---,T181879,-0.356734575776381,-
T023101,---,T072874,0.579024157007899,+
T023101,---,T085528,0.306283413015147,+
T023101,---,T086033,0.460384230316383,+
T023101,---,T092842,0.47607126287444,+
T023101,---,T152846,0.588147711202458,+
T023101,---,T157484,0.455661594874018,+
T023192,---,T074510,0.434876690242591,+
T023192,---,T079326,0.588215699162286,+
T023192,---,T086039,0.509789896023476,+
T023192,---,T135324,0.493051595552468,+
T023192,---,T157484,0.46376486564915,+
T023192,---,T190742,0.589976589808514,+
T023533,---,T116164,0.352679325665235,+
T023533,---,T137081,0.302846324360283,+
T023533,---,T196192,0.51624576276848,+
T023533,---,T198930,0.413516355172332,+
T024243,---,T076279,0.399341500969624,+
T024243,---,T084438,0.48435006159245,+
T024243,---,T142651,0.420071588751017,+
T024245,---,T068971,0.285875084176557,+
T024245,---,T089256,0.306030578281794,+
T024245,---,T118901,0.292647010319805,+
T024246,---,T059040,0.298452310637339,+
T024387,---,T145662,0.298945026868937,+
T024387,---,T158729,0.304765906846671,+
T024387,---,T176451,0.163606335905494,+
T024387,---,T184922,0.273590211497689,+
T024973,---,T054291,0.537385586052779,+
T024973,---,T095069,0.487535488685259,+
T024973,---,T105722,0.396039689861683,+
T024973,---,T116501,0.734730314325327,+
T024973,---,T195839,0.334907500771761,+
T025057,---,T030278,0.300076038067627,+
T025057,---,T051739,0.335953791654106,+
T025057,---,T077777,-0.186906079368865,-
T025057,---,T129708,0.280770271833842,+
T025057,---,T134710,0.220806553894633,+
T026456,---,T059393,0.782786275411714,+
T026456,---,T080376,0.508556471114183,+
T026456,---,T093134,0.690736429902581,+
T026456,---,T100871,0.802210698105303,+
T026456,---,T106310,0.724566940434422,+
T026456,---,T149255,0.740035696666175,+
T026456,---,T190742,0.721574531919134,+
T027141,---,T054684,0.729766274366902,+
T027141,---,T074414,0.606674718178461,+
T027141,---,T148286,0.676329595439061,+
T027208,---,T032475,0.44651642050297,+
T027208,---,T083778,0.293186558200318,+
T027208,---,T156570,0.1822824890103,+
T027208,---,T173908,0.291272505228712,+
T027208,---,T178093,0.185174508972623,+
T027239,---,T095314,0.570276749125513,+
T027239,---,T126379,0.64021062765053,+
T027239,---,T161514,0.486382612772404,+
T027239,---,T166675,0.787238695210059,+
T027301,---,T036299,0.385116121515006,+
T027301,---,T074538,0.0931656891806449,+
T027301,---,T144463,0.491247187550146,+
T027301,---,T145732,0.429220864193846,+
T027962,---,T046235,0.479658657921476,+
T027962,---,T059040,0.515312165581303,+
T027962,---,T111019,0.554643445160176,+
T027962,---,T182667,0.485047323859743,+
T028060,---,T059393,0.765553327303503,+
T028060,---,T061260,0.686557061818312,+
T028060,---,T121351,0.739596442103789,+
T028060,---,T128720,0.622506647940044,+
T028060,---,T141786,0.77037726359997,+
T028060,---,T184743,0.582897731175116,+
T028181,---,T033629,0.414644675870748,+
T028181,---,T038674,-0.114474118929274,-
T028181,---,T041333,0.431433298771947,+
T028181,---,T052310,0.479679291811752,+
T028181,---,T057516,0.357947978721699,+
T028181,---,T063491,0.280263076909899,+
T028181,---,T078452,0.300164054720777,+
T028181,---,T088177,0.374869812991063,+
T028181,---,T135937,0.457262215212181,+
T028181,---,T142648,0.36240676258696,+
T028181,---,T147244,0.378057576781945,+
T028181,---,T150934,0.42360082127769,+
T028257,---,T038738,0.274591882732167,+
T028257,---,T058857,-0.322013218065943,-
T028257,---,T074510,0.289160454432142,+
T028257,---,T094518,-0.328000271127947,-
T028257,---,T112088,0.234205068167166,+
T028257,---,T146273,0.353445475282684,+
T028257,---,T163566,0.280900957251414,+
T028257,---,T163648,0.325724786798629,+
T028257,---,T172168,-0.274369631182503,-
T028257,---,T178821,-0.0994725573931985,-
T028257,---,T178906,0.166043044393643,+
T028257,---,T190576,0.300069754027817,+
T028618,---,T056212,0.202809495711945,+
T028618,---,T128173,0.202243443069679,+
T028618,---,T135555,0.273345364869556,+
T028618,---,T184367,0.158470833439719,+
T028981,---,T136949,0.529494267100958,+
T028981,---,T144463,0.619193445153299,+
T028981,---,T162139,0.385382661034466,+
T028981,---,T178961,0.413007117827946,+
T030278,---,T059040,0.358506274802023,+
T030278,---,T136046,-0.115337928975463,-
T030278,---,T142651,0.420332173257665,+
T030278,---,T183226,0.25665864664694,+
T030278,---,T196170,0.261553109025334,+
T030585,---,T074415,0.689947558054282,+
T030585,---,T151706,0.561277855010862,+
T030585,---,T196708,0.439703173023871,+
T030586,---,T047958,0.350982633499078,+
T031631,---,T032960,0.325309412852422,+
T031631,---,T052441,-0.327846628853132,-
T031631,---,T186313,-0.221988019525373,-
T031631,---,T196170,0.123215032743319,+
T031815,---,T052441,-0.413839371697781,-
T031815,---,T091834,0.486709682893412,+
T031815,---,T141376,0.474140702761502,+
T031815,---,T161513,0.293715681839366,+
T031815,---,T196704,-0.401481738497866,-
T031930,---,T031931,0.708861445788651,+
T031930,---,T073588,0.472873250588257,+
T031930,---,T099720,0.355787240461836,+
T031930,---,T142401,0.715850801432926,+
T031930,---,T160859,0.622008583784079,+
T031930,---,T180216,0.658676274031127,+
T031931,---,T092203,0.600414117742384,+
T031931,---,T099355,0.73636149365611,+
T031931,---,T133709,0.769955744845326,+
T032231,---,T051165,-0.474543772928867,-
T032231,---,T086033,-0.457261400415941,-
T032231,---,T147580,0.460167113053129,+
T032231,---,T160102,0.43236409016532,+
T032231,---,T184367,0.435532852391954,+
T032475,---,T146273,0.630561373944123,+
T032475,---,T146358,0.311222274922322,+
T032687,---,T042191,0.656282377666352,+
T032687,---,T047618,0.780940177322079,+
T032687,---,T061051,0.648933969112622,+
T032687,---,T099355,0.767607645207548,+
T032687,---,T116890,0.703885574109357,+
T032687,---,T133490,0.383772003222136,+
T032687,---,T139375,0.813900418131762,+
T032687,---,T142401,0.769763980328009,+
T032687,---,T180216,0.736917674674211,+
T032903,---,T095439,0.524063794452714,+
T032903,---,T107438,0.596787553078872,+
T032903,---,T117589,0.375865093101321,+
T032903,---,T166176,0.335198858085948,+
T032960,---,T046860,0.444450572181801,+
T032960,---,T048932,0.419993667352203,+
T032960,---,T061051,0.421965728958762,+
T032960,---,T093133,0.455384812842795,+
T032960,---,T118278,0.470940614830586,+
T032960,---,T152846,0.459661393339052,+
T032960,---,T166622,0.323133438460281,+
T032960,---,T181879,0.365303105981968,+
T033068,---,T091502,0.233385361387437,+
T033068,---,T121954,0.249158104058928,+
T033068,---,T151706,-0.30594543760601,-
T033068,---,T173907,-0.312141500274587,-
T033068,---,T193798,0.3034839357969,+
T033211,---,T035689,0.435667488978158,+
T033211,---,T038738,0.361576676457976,+
T033211,---,T046847,0.327875493208013,+
T033211,---,T081811,0.371892213037054,+
T033211,---,T091044,0.427197737444822,+
T033211,---,T093535,0.441778712158941,+
T033211,---,T178906,0.172798565984095,+
T033211,---,T180530,0.335514136857095,+
T033211,---,T186313,-0.208201067891473,-
T033211,---,T198042,0.39911420889832,+
T033211,---,T198616,0.253214528639603,+
T033602,---,T052441,0.352814028820242,+
T033602,---,T101707,0.313712584386184,+
T033602,---,T189435,0.424986912377516,+
T033629,---,T051739,0.417906252689859,+
T033629,---,T059676,0.372636057626404,+
T033629,---,T073892,-0.400446428610518,-
T033629,---,T096852,0.179169070132823,+
T033629,---,T138182,0.32809048003146,+
T033629,---,T200112,-0.376103791120206,-
T034389,---,T052441,0.502919403095658,+
T034389,---,T105641,-0.540698993881486,-
T034389,---,T137111,0.574435608986478,+
T034389,---,T145725,0.681284758304057,+
T034485,---,T046289,0.427838578508654,+
T034485,---,T125332,0.401501723536408,+
T034485,---,T138182,0.259988624767219,+
T034485,---,T148176,0.352887485752557,+
T034486,---,T057516,-0.117734738540478,-
T034486,---,T100486,0.387935176290103,+
T034486,---,T184367,0.304343286980018,+
T034488,---,T044884,0.294713127611713,+
T034488,---,T100204,0.32967517963885,+
T034488,---,T155923,0.267283879481553,+
T034488,---,T156570,0.0907339943045779,+
T034488,---,T170367,0.345720400122975,+
T034489,---,T057940,0.248837660762133,+
T034489,---,T089343,0.215444572018039,+
T034489,---,T131936,0.413272671815814,+
T035689,---,T038738,0.491543239084518,+
T035689,---,T061050,0.457389995459453,+
T035689,---,T061672,0.544077157955586,+
T035689,---,T061928,0.543713877449785,+
T035689,---,T082404,0.400573159873532,+
T035689,---,T082875,0.540602694060095,+
T035689,---,T123326,0.523473044715461,+
T035689,---,T190576,0.513126743170469,+
T035747,---,T081548,0.30760670623104,+
T035747,---,T121192,0.423543945375805,+
T035747,---,T134869,-0.395335247084174,-
T035747,---,T163150,0.489611197307094,+
T035747,---,T173908,0.420400664366284,+
T035747,---,T175734,0.433470851378247,+
